question,answer,llm_prediction
"My husband and I had our first threesome recently. Everyone was drinking and he was on her more then me.    He and I talked about it afterwards and it made me feel better, and now I'm craving more of it. But before it gets close to happening I get this empty feeling. Why am I feeling this way?","As someone who specializes in sexuality and polyamory, I can tell you that your experience is incredibly common. It can be helpful to keep in mind that alcohol lowers our inhibitions, and for first time threesomes or any new sexual behavior really, we humans tend to enjoy a little extra oomph to our courage levels. That being said, it also lowers our ability to make well thought-out decisions. This combined with the brain rewarding novelty (new lover, new experience with our partner etc.) and maybe even some over-zealousness and performance anxiety could likely explain why your husband was on her more than you. My encouragement to you is to try not to overthink it at this stage. Now, IF you two choose to bring her or someone else into the bedroom again and a similar thing keeps happening, I would definitely push the issue and see what's up from his perspective.The empty feeling could be any number of things including:Fear that ""you're not enough for him""Fear that ""she's better than you"" in some wayFear that ""if we keep doing this thing, he will need it and what happens if I no longer want it?""Opposite fear of ""what if I now want her more than him"" or ""if I want the threesomes and he doesn't?""Fear of ""does this mean our sex life isn't good enough as it is?""....""do we have to always add a little spice to keep it hot?""Or like Robin alluded to, preconceived notions about what culture, religion, family and friends etc. say about what marriage and sex ""should"" look like.  I also agree with her encouragement to explore the empty feeling further and see what nuances of other feelings are in there...jealousy? insecurity? shame? regret? longing?  When you can identify and name them, they are easier handled. Some of the resources I recommend poly/ sexually open couples are:“Love in Abundance: a Counselor’s Advice on Open Relationships” by Kathy Labriola“The Jealousy Workbook: Exercises and Insights for Managing Open Relationships” by Kathy Labriola“Rewriting the Rules: an Integrative Guide to Love, Sex, and Relationships” by Meg Barker“More Than Two: a Practical Guide to Ethical Polyamory” by Franklin Veaux & Eve Rickert“The Game Changer: a Memoir of Disruptive Love” by Franklin Veaux“The Ethical Slut: a Practical Guide to Polyamory, Open Relationships, and Other Adventures” by Dossie Easton & Janet Hardy“Opening Up: a Guide to Creating and Sustaining Open Relationships” by Tristan Taormino“Open All the Way: Confessions From my Open Marriage” by Sadie Smythe“Henry and June: From ‘A Journal of Love’ – The Unexpurgated Diary of Anais Nin (1931-1932)“Personally, I find your cravings to be healthy and quite normal. The key is to make them work well for you and your partner(s). Robin's also right about communication being key. Some of the suggested resources above can help get those conversations started. And if you need further assistance, absolutely I would find a sex-positive, poly-positive counselor to chat with.Best of luck to you!Tamara Powell, LMHC","The feeling you're describing is a very common experience. The empty feeling you're referencing is usually referred to as an ""emptiness of desire.""  This emptiness has to do with how you've been feeling about yourself and the desire to live a life that is full and satisfying.  The sexual experience is a temporary release of energy and that leaves you feeling somewhat empty in your own life.  It is possible the desire to continue to be sexual is the cause for the empty feeling you've experienced.  Since both of you were drinking and the experience was fun, you are likely on the same page about what type of sex you want to have.  Sometimes sex isn't about the feeling of pleasure, but more about the desire.  As you gain confidence and you both start to enjoy your sexuality, the desire grows.  You may be thinking that by getting a little more sexual, you'll get more pleasure and satisfaction in life.���������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������������"
"I never feel like myself. I can’t even think straight anymore. I start stuttering and I can’t remember anything. I always get nervous and usually talk myself down but recently end up fighting with, what feels like, someone else. I don’t know why I feel this way, but I hate it.","Hi Houston, Okay, something's definitely going on, right? My gut is to start with your family physician, because you have some physical symptoms. While it seems anxiety is a likely problem here, your doctor will hopefully know your history and can help you decide if you need some medical tests or some therapy. Without knowing more, that's all I can say at this point. Best of luck.","If you are saying that, it's probably because you are feeling overwhelmed. Most people feel overwhelmed and frustrated at different times in life. In your case, your anxiety and perhaps depression are causing it. I do not know the cause for that in your case, so I cannot determine why you feel this way. But, here's what is going on:   You say you feel like you're losing yourself and you can't think straight anymore. That makes me think that you are having a hard time getting out of bed and going to bed. Often, when we get out of bed in the morning, there are problems about what we want to do for the day. What are our goals for today? I am curious if you have what you want to have today for that day, or if it is something that you can just live with. The other problem is you know that you can't do that. You can't keep going around and around without finding what you want to be doing. But you also don't know what you want to be doing. If you don't know what you want to be doing, and I don't know what your goals would be, then I don't know what you want to do. If you aren't sure where to start, I recommend talking to someone about it. You don't need to know everything about it, but you can talk to someone about your goals for today. That may take some time, but the more you talk with someone, the better you'll understand what you want. Maybe in the future, you will find that talking with someone will give you the answers you are looking for.If you feel that you don't know what to do, then maybe it's time to spend some time on something you enjoy. This can be something as simple as going for a walk, or listening to music, or reading a book. You may feel more confident in yourself when you spend some time doing something enjoyable.If you're talking to someone today, ask them about how to get what you need in life. Also, don't forget the importance of taking care of yourself. I hope that this information helps you and I hope you feel better."
"The sounds of eating and breathing gives me headaches—mostly mouth breathing and snoring. It makes me angry, and I want to solve it myself.","Probably good to know in what type of situations you are, in which you are hearing mouth breathing and snoring.If you're sleeping beside your partner who does these actions, would have a different response than if you overhear mouth breathing and snoring from a family member who is napping on the couch and you are walking past them on your way to take a snack in the kitchen.Basically, if the person who does these actions which bother you, start by telling them.Depending on whether they are empathetic to how distressed you are from their sounds, or not, willing to change, or not, has a good deal to do with next steps.I don't really see any step you're able to take to solve that you are sensitive to human sounds from the head.One path I don't recommend is expecting yourself to ignore the fact of being feeling bothered, or dismissing your own sensitivity someone.Your needs matter.","First, how old are you and what have you learned about your body and self-talk over the years? Also, what have you learned about yourself in this matter? How does your body speak? (I mean both physical and mental. This can mean you can take over the emotional space of your body and take control of your thoughts and feelings.) Do you ever find yourself having anger and then try to reason with your self? If this occurs, it's worth understanding where the anger comes from and learning to live with it without thinking about it for too long. This way, your body doesn't get very angry at you again. I would suggest you start paying attention to your body when you're stressed. See if you are able to identify physical and emotional symptoms. It may also be useful to explore why you're so angry at your body. You might learn that you have anxiety. Learning this may give you the courage to reach out to someone or something to let you speak about your anger. I would suggest you start by talking to a therapist because you're dealing with anger and anxiety. Together, you will work on the other two issues as well. If you feel comfortable, I recommend a group work setting. This will give you a safe place to discuss these issues and you'll have an opportunity to get a different perspective. Most importantly, take care of yourself. What can you do that makes you feel better? When you're feeling upset, try and address some of the simple ways in which you can start feeling better. Like taking a short walk, going for a swim, doing some yoga, or taking a bath. This is a way to clear your head.  I have a few books on body language that might be helpful to read. By learning to better understand and respond to your body's signals, you can manage your own reactions and improve your mental health. I hope you find some relief from these two issues. We are here to support you as you get to know yourself and your body better."
"A girl and I were madly in love. We dated for over a year and were even talking about marriage and future plans together. She moved away for school, and we attempted a long distance relationship. We eventually broke up. It's been a year now, and I still haven't lost my feelings for her. I still love her the same way I did. I've suffered from depression ever since the breakup and have been unable to connect with anyone else. It's damaging me and my life.","Hi Boise, I'm sorry that you've lost this love. The fact that you were planning marriage and a future tells me that you meant something very special to each other at that time. It's different now...you're not together anymore, but you can't accept this, right? Good for you for identifying that this situation is damaging your life. You've been grieving for longer than you were together. Oh, but really you've not been grieving...you're stuck still loving her instead of moving forward. Unrequited love is a recipe for eternal heartache. Let's look at some possible blocks to moving forward.It could be that there's something unfinished for you. Maybe you felt hurt and you didn't have the chance to say so, or you felt you hurt her and you didn't have the chance to make it right. Maybe there's a burning question you need to ask or something else you need to say. Maybe you want to tell her you've never stopped loving her, and see if she feels the same way. If this is the case, you have two choices, right? You can reach out and say what you need to say, or you can stop ruminating on that question and let it go. If you reach out, there's no guarantee it will go well or that she'll even respond. Maybe write her a letter and don't send it (or send it...it might be worth the risk). Use the next paragraph to help you decide. Do you know how she feels? How did it end? Did she end it? Was it ended just because of the distance, or are there more differences between you that didn't work? Sometimes people are so in love that they can't clearly see that the other person isn't in love with them anymore. Use the information you have about what she wants for her life...can you honour what she says she needs? If she's asked for distance, you would do well to honour that.A key to moving forward: look at your thoughts and where they're getting stuck. Write it down. What bad thing can happen if you let it go? Or ""If I move forward, that will mean...""  Keep going...what would be the worst part of that?  This kind of exploring can help you identify your stuck place.It is possible that you've turned this ending into some kind of negative meaning about you or your future. As in ""If this person doesn't love me, then I'm unlovable"", or ""No one will ever love me as much as she did"". So your need to cling to her in your heart is your way of rejecting that negative message about yourself or the future. Can you find another way to reject that message? Try saying these things to yourself:I know she loved me. There is evidence of that.I was a good partner. There is evidence of that.It's part of life to fall in love and then have to move forward...I can do this and learn from it.Many people like me...that's how I know I'm lovable.It's normal to feel sad. I'm grieving a lost love.I want to move forward and not stare in the rearview mirror.I know more love awaits me if I can get fear out of the way.If this person loved me, others can too, (but not if I'm clinging to some old memory)These are the kinds of things a therapist would explore with you. I wish you well!","Hi!I think this is what your therapist would call a ""romantic obsession."" I think that the ""I still love her the same way I did"" part of your response is what this is. You are still loving her even though your girlfriend is over 3000 miles away from you. People are so confused as to why they feel that way, they don't understand that there are some reasons why someone would still love someone even when he or she can't be in contact with them anymore. For a relationship to be over, you both need to give the other a way to do that as well. If you continue to love her and give the opportunity for this to be her decision, she may come back."
"I met the first man five months ago. I have come a long way and do have feelings for him. I know he would do anything for me and my kids. The man I love is their father, and no matter how many times things haven't been great in the past, I can't help but love him. I know they both love me, and I love both of them.","The answer depends entirely on which interest is stronger for you.If the reliable caretaker man is not someone with whom you'd have fun, lively conversations, understand each other, be sexually compatible, or romantically attracted, and your primary interest is in someone who' steadily manage the kids, household, and finances, then he is the right one for you!The problem is you may not be happy longterm with someone to whom you feel no romantic compatibility. Consider the drawback if you reach the moment of restlessness romantically and are with someone on whom you depend to take care of your kids.Since you have feelings for him, then wait several months longer to see whether or not you can imagine yourself romantically happy with the steady guy.If the other guy who is also the bio dad, isn't involved with his own kids, then he seems like a poor choice of someone to be with longterm.","As I read your question, I get a sense of fear and uncertainty. I think you may need to consider why you feel this fear, and I understand that there may be a relationship with your lover and the husband of your children that has gone wrong. You also know the details from your own story, I imagine that you have some of the evidence that might help in resolving this confusion. I would make sure that you have a good support system in place for your life, as I suggest that everyone is more successful with the love and support of others."
"She constantly tells me what I am doing wrong. For once, I want her to be proud of me. It’s like no matter what I do, she does not have one nice word to say to me. She is always hateful towards me and always has been.","I imagine this is very difficult and confusing for you.It sounds like there are things for which you are proud of yourself, which is really good. I hope there are also other people in your life that are currently able to recognize the good things that you're doing.If you think your mom would be willing to go to see a local mental health professional with you, that may be a good place to have some discussions about the relationship that the two of you have. The reason I'm suggesting that it may be easier to have the conversations there is because sometimes the mental health professional can point out parts of conflict that are not easy for the people who are involved to actually see by themselves.If you want to try to talk with you mom to see how she is feeling, maybe she would be willing to discuss it with you. If you're going to have a conversation like that, I would suggest you try these things:Ask her if this would be a good time to have an important conversation. If she says no, consider asking her when would be a better time.Try to have the conversation with the goal of taking about five minutes to learn more about where she is coming from on this. If you can ask questions to learn more about that, you may be able to know more about what she is thinking and feeling.This doesn't mean that you have to agree with her, but just that you are able to hear where she is coming from.Try to ask questions that start with the words who, what, how, where, when. Questions that start with the word ""why"" can be difficult to answer and can lead to a lot of extra emotion.Try to summarize what she is saying to see if you have it right.If you want your mom to know how you feel, after you can listen to what she is saying and see if she is willing to listen to what you would like to say.If you're going to tell your mom about how you feel, consider having some points written down ahead of time so you can explain yourself the way that you want to.It will probably be really hard to listen to her without being defensive right away. I know I would be wanting to jump right into the conversation. Remember that jumping in right away will probably make it more difficult to learn where your mom is coming from.Also, if she says she doesn't want to have a conversation, remember that she has that choice.If your mom does not want to go to see a counselor with you, remember that you could go on your own. Depending on your state and exactly how old you are, you may need your parent's permission to be in treatment, but not always. If you need help to figure that out, try contacting a couple of local mental health agencies to see if they can help you figure out what to do if you want to talk to someone.",Your response is really valid.
"My doctor thinks that seeing a psychiatrist will help with my depression and anxiety. Now my anxiety is worse, what do I do? Writing on here has taken every bit of strength I have left.","Did you take the medication the way the psychiatrist prescribed it?  Did you follow up with her/him to report how it was going?  Different medications work differently with different people.   It's not always the first one that helps.  And some of the medications take some time to have an effect.  Give the doctor the chance to help you. I suggest you find a certified CBT therapist to help you examine your thinking.  www.AcademyofCT.org has listings of the finest CBT clinicians.  In the meantime, do some ""anxiety fasting"" by taking a few minutes to do something nice for yourself right now.  I hope you feel better soon.  ~Mark (www.MarkMorrisLCSW.com and www.LivingYes.org)","Hello, I hope you are doing well.I understand that your anxiety is worse now because you wrote some of it out in writing. You are doing what you can to manage your anxiety, which is a healthy choice! You want to be brave enough to face your feelings and talk about them, which is the first step in your therapy.I'm happy to give you some specific suggestions for how to use writing to help control your anxiety in ways that work for you. I'm happy to give you some specific suggestions for how to use writing to help control your anxiety in ways that work for you.I hope you are doing well and your therapist is well. Write down any emotions, thoughts, or ideas you have about how you're feeling - write them out on a piece of paper, put it in a journal.Let's go in and discuss how to use what you think of as the ""writing"" method as well as what you think would be most helpful for you!   I want to know how you feel in your current emotional state so that I can tell you if it would suit you better or not."
"For the past four weeks, I've been having nightmares and hearing voices telling me of horrible things. They're not random voices, but rather, the voices of those I care about.","I would recommend that you talk with a mental health professional near you about the details so you can have some really specific support for what you are going through.I don't know if you can understand when the voices are saying, but I wonder how you feel about what you are hearing? If the voices are just at night, is it possible that they are part of a nightmare or a dream? If you recall your nightmares, consider writing them down so that you can remember their content and work with a mental health professional to look for patterns.One thing that may help you while you are awake is to try to stay connected to the room you're in. For example, take time to notice your feet on the floor, hips in the chair, and shoulders against the back of the chair. You can also try mindfulness techniques, such as noticing what is around you or changing your breathing patterns. These ideas may help in the meantime prior to having more specific ideas from someone near you.Thanks for reaching out!","I'm sorry to hear that you're experiencing the worst of your nightmares, as they are generally related to something else in our lives. I hope we can work through the voices you have heard.  Sometimes, the best thing for the voice to do is to stop speaking.  Then when I am not listening to it, you will be able to hear your own voice.  If we can do that, it is likely that we can get back to the right path.  I would enjoy hearing more about who you care about, so that I may share more information about the voices you heard.  In the meantime, I hope that you are taking care of yourself and resting.  Most importantly, I encourage you to talk to a medical professional who can provide accurate medical and psychological assessments.  Thank you, and I hope to hear from you soon.  Best  wishes \al.  \n. \n\nSincerely\n\n\n\n\n\n"
She is living with her boyfriend of seven years. He is in therapy for depression and social anxiety. He hasn't worked in all this time.,"Congrats on your upcoming grandchild!Does your daughter want you to break news of her pregnancy, to the family?Talk with your daughter first, whether or not she would like you to tell other family members.Also, given the other facts you mention in your post, if household and financial management are areas you feel your daughter is vulnerable, then bring up these topics too.Stay open minded about your daughter having views which are different from yours.","I am sorry for the information in my email to you. I really am. There is more to the story than this one fact. I really did have a lot of people in my life as a kid and it feels like the best version of me was the one who was part of a family. I think there is a lot of joy in being an adults, but I also find myself feeling lonely. I often wonder if I'm not good enough. This is something I've been told to work through in my life, but the only place I feel we're able to have a lot of room for this to happen in our lives are in a therapist's office. I might be able to get some really help in the session with all of the different issues and things that I have been dealing with."
My motivation has gone away. It's hard to get out of bed. I really don't know what to do anymore. I'm miserable. My anxiety and depression have taken over my life.,"Anxiety and Depression are challenging experiences to live with and to manage on a daily basis. I would say that both are challenges to overcome but solutions to living healthy and well exist. Step 1: Talk about it. With friends, family, partners, counselors, and other trusted people in your life. Step 2: Create a plan with a counselor to learn new skills that help you recognize and manage your symptoms. Step 3: Don't give up. Working on yourself can be difficult and hard at the beginning. Stick with it and you will be able to find exercises, tools, and resources that help you live well.","It feels like you're letting your anxiety and depression have a big impact on you and your ability to get out of bed. Depression has a special way of stealing an ability to get out of bed, you're not alone in this experience! I have found that sometimes it is helpful to start by doing something small and easy, not trying to do something big and difficult. Also, I know your sadness and loneliness are big and very difficult to see and get over, which is something that I think can benefit from a bit of self-care to feel happier and stronger. There are some great ways to self-care, I recommend a good night for the body. Do you have time for a hobby that you enjoy? I would recommend finding out the things that keep you busy, and doing your best to have some fun. I have found that my biggest benefit is when I feel more happy and less lonely.  I can recommend some books for you. I hope I can offer additional advice!"
What are the basic skills a good counselor needs to have?,"Here is a list of skills I use every session, and a short explanation of what they are:Reflecting: Paraphrasing what clients have said so that they know you understand themValidating: Helping clients to know that their point of view is valuable and rationalClient-centered talk: Maintaining focus on the client in therapy sessions, rather than a therapist talking about themselvesAttending: Nonverbal or verbal cues that indicate I am listening to a client (i.e., nodding, leaning in, affirmations)Reframing: Helping a client to see a problematic behavior or situation in a different way (usually only works well after they feel heard and understood)","I am not sure how to answer that question. I am not a counselor myself, but I do what I do well."
"I'm a teenager, and while I’ve never been to any kind of therapist, I noticed I experience several anxiety symptoms. I frequently find myself not going out and following my parent around the house. I can't go into stores (grocery stores specifically) on my own, and when I do, I have to be on the phone with my dad the whole time. I also forget things a lot.","With the way you described your anxiety, it sounds like you have different types of anxiety. I'm not sure whether you have anxiety of public places, large crowds, being alone  (sometimes called separation anxiety), or some combination thereof.One thing that would be helpful would be to track your anxiety and see how anxious you are (on a scale of 1 to 10) in different situations. Also, if you know what leads up to your anxiety, it would be good to know this as well so you can look for patterns.As for forgetting things, you could be anxious because you are forgetting things or you could be forgetting things because you are anxious. When you are having anxiety, certain parts of your brain are overactive because you are in a kind of protective mode. It's also possible that forgetting things and anxiety are not related.Something else to try would be to notice where you feel your anxiety in your body and put your hand there is a way of giving yourself comfort.Another thing about anxiety is that having anxiety can lead to more worry about having more anxiety. One thing that helps for some people is to go to the regular primary care doctor to make sure that there are no physical problems (just for the regular physical) so they know that there are no physical problems and that the anxiety will lessen in a few minutes.Also, if you are able to notice your feet on the floor or your hips in the chair, this is helping you to be mindful of your body and connecting you to your surroundings. During this in combination with naming your emotions can be soothing as well. For example, in the grocery store, if you are feeling anxious, you could say to yourself ""I'm anxious right now and I'm okay"" while gently shifting your weight from one foot to the other. No one around you would notice what you were doing and the motion may be soothing to you.Anxiety can have a lot of different causes and things that trigger it. If it is difficult for you to work it out on your own (which is very common), consider talking with a local therapist so you can have more specific ideas.Also consider making a list of people who you trust and what it is about them that makes you feel comfortable.","Hi. It makes sense to me that you're anxious about not going out and doing things like grocery shopping, so you're probably anxious about *not* going out. It seems like you're trying to control what's happening around you. I know that the idea of ""going out"" to shop/eat for something in a store sounds nice, but it turns out it can lead to some anxieties with people, people who aren’t from your usual area (a friendly-looking stranger who's always looking at you). In addition, for adults that are older and/or have more control over their lives, it can become quite stressful to be on the phone with their parents while doing something else. It's very easy to get caught up in the worries about a teenager not going out.  Sometimes the best thing that a parent can do is just let the child be a teen who makes their own choices...even if those choices don't always make sense to them."
It's really hard to not have negative feelings about friends who don't put any effort into nourishing our relationship.,"One thing I would ask is ""why are you still hanging with those {friends}?"" A relationship needs to be nurtured by both parties, it is a dynamic fluctuation between two people. I would ask you to question why you continue to remain together as friends, I always believed that a relationship should emit positivity towards all parties involved, if your in a relationship that is one-sided, it is inevitable that it will start to de-compensate. Never travel with the circus, never travel with fools, everything in life should have some positive payout, will things at times be negative, of course they will, but in order to keep something or someone in your life there should be more positivity than negativity.Hope this helps, C","Hi,
Thank you for sharing your question.I imagine you're in a situation where you're finding yourself with a friend who is really distant or unavailable, and you feel like you're doing all of the effort in the relationship.  If you're feeling hurt and not reaching out to be supportive, then you might want to question your role in the relationship and see what is going on with your friend.  It's not you.  Usually, the more your friend shows interest in your life, the more you should respond with interest in theirs.  If a relationship gets into an unhealthy part of its journey, there is good advice out there on how to separate and leave.  When you're separated, you should also ensure you've not put yourself in a position where you may never see your friend again.  Then it is important to find yourself a new social circle.
We can continue this conversation on your questions later."
"This is preventing me from getting a job. I have bad relationship with my bipolar mother. I am living with her but it stresses me out so much to be around her that I have locked myself in my room. I have no friends or other family to help me. I have no money for therapy, but I think I need therapy before I can secure a job.",A good first step would be to make an appointment with your primary care provider & discuss your concerns.  They would have resources available to help in your particular situation.,"As someone who works in mental health, I've seen first hand the problems that arise because of poor relationships. Unfortunately, this isn't going to be easy for you. No matter how desperate and confused you feel you are, there is only one thing you can do at this moment - focus on protecting yourself. What other options do you have? If you can get more money or some form of temporary help, do so. Otherwise, you can focus on protecting yourself while you wait for more funds or more options. Focus on simple things: get out of your room. Pick up some clothes and go outside. Go to the grocery store or any other shopping establishment. When you find something that makes you happy, do it. Just get up and get moving. If all you have to do right now is sit in a room, that is okay. Stay there and do what will keep you safe. Don't have to decide anything until you can do what's going to keep you safe from your mother, who is right now making you feel very bad about yourself. The next time you need someone to help you, go to the same person and ask for help.I hope you feel a little better with each step that you take toward the end goal. I know you can get through this."
"I am lazy. I am very aware of the problem and try to talk myself out of it all the time, but I never seem to shake the habits. I try to think of what it is doing to me and my future, but no matter what, I keep creating excuses for myself to continue the procrastination. All I'm ever left with is regrets and a low grade. I am at an all-time low in my life, and I'm not even that old. I've always been a straight-A student, but now I'm getting C's and F's, and it hurts me to know that I am way better than that. It's not even like the work is hard.","I am sorry to hear that you are going through such a tough time. It sounds to me like you are suffering from depression to some degree. Have you seen a therapist or talked to anyone about your problems? If not, I would advise that you do so sooner than later so that you can learn what is causing you to be unmotivated and causing difficulty with breaking the cycle that you are in. It is also a good idea to get a medical evaluation from your doctor to rule out any medical causes for your current condition. Most often, difficult situations that life throws at us, along with an inability to think positively, and break bad habits are what cause depression. Some things you can do immediately are seek help from a professional, schedule in time every day to engage in pleasurable (or once pleasurable) activities, exercise daily, and practice thinking more positively. Set a few daily goals for yourself and write them down each morning or the night before. Achieving your goals every day will give you a sense of accomplishment and can lead to feeling more optimistic and capable. Additionally, keep a journal to write down how you are feeling and what ideas you have to help feel better. Sometimes having these ideas written down make it more real and tangible. Know that depression is most often curable but takes work and a desire to change (which you clearly have). Once you start feeling better about yourself and your life, your grades should naturally begin to improve, as you will have more motivation and energy to focus on that particular area. Best of luck to you!","Hi. I feel you when you talk of a life in the past. At first, the past is going to feel wonderful and full of good things, and the past can provide you with confidence to achieve goals. At first, the way you describe the past is that you were really good. Not that it is possible to go back and do anything differently.  This is why, at first, it feels so good to not do anything differently.  You get used to the past and you start to forget good things. You are what you do repeatedly. And, in your life now, you repeat the same pattern of avoiding work.  If you want to do better, you need to understand where the patterns come from and change those patterns. It sounds like you are having fun doing little things that you don’t want to do. For instance, when you've failed on a test, you're sad. But don't dwell on the failure as long as you are focused on a positive goal you have for yourself.  If you are more focused on your success for the future then it's easier to push through the negative feelings and learn from the failures. If you are focused on the difficulty in the problems that you don't want to face,  they will grow.  Don't let the pain of failure make you feel bad about your ability to do anything else. You have been given enough privilege to do whatever you want.  But, as you are reading this message, you seem to be struggling with how you feel about it.  You feel, 'No, it's not possible to change' or 'I don't want to change', and you stop trying.  Then you let these feelings become the reasons that prevent you from changing your behaviours and how you feel. We all have problems, but they are never the issues. There are always solutions.  Instead of dwelling on the past, focus on what you can do in the present to move forward. You should feel in control over your actions in the present.  Then,  move forward from there.    You are at an all-time low in your life, but if you are truly determined to grow and change, you are never too old. You're just older.  I'm sure that the past is no longer a problem for you."
"Recently my boyfriend broke up with me because of my bad language. But he thinks I'm a total b***h. I know I'm bipolar and can be selfish. He called me today and says he can't go through with the breakup. I was broken and didn't want a breakup to begin with, but I know I'm horrible at times and can't help it. It's like I'm battling myself. What do you feel?","Both options seem reasonable.  Seeking individual therapy will help you to cope with the mood changes that come with bipolar disorder, will give you a space to vent your negative thoughts, and will allow you to find the coping mechanism to address life and relational challenges.  IF your boyfriend is interested in attending couples therapy with you, it will assist in identifying the problems in the relationship that pushed him to the breakup and will give both of you the tools to communicate and resolve conflicts.I am a Licensed Professional Counselor in Texas, currently providing individual, couples, and family therapy services in West Houston.  You may reach me at 787-466-5478 to schedule an appointment.    ¿Debería buscar ayuda yo sola o junto con mi novio?Mi novio me dejo recientemente por ser mal hablada.  El piensa que soy una p***a.  Yo sé que soy bipolar y que puedo ser egoísta.  El me llamo hoy para decirme que no puede continuar separado.  Yo estaba destruida y no quería que nos dejáramos desde el inicio, pero se lo horrible que puedo ser a veces y que no lo puedo evitar.  Es como si estuviera en guerra conmigo misma.  ¿Qué piensas?Ambas opciones son razonables.   Buscar terapia individual te ayudara a manejar los cambios de estado de ánimo que son partes del desorden bipolar, también te dará espacio para ventilar los pensamientos negativos y encontrar herramientas para enfrentar problemas relacionales y de la vida diaria.   SI tu novio está interesado, también pueden asistir a terapia de pareja para poder identificar las razones de la separación, y obtener las herramientas apropiadas para  comunicarse apropiadamente y resolver conflictos. 
Soy Consejera Profesional Licenciada en Texas y Puerto Rico, veo clientes en el este de Houston y proveo servicios de tele terapia.  Para una cita puedes llamar al 787-466-5478.","Your first response might be about what would come from this situation (such as having anger and frustration) as opposed to understanding why the breakup happened at all. I would suggest writing down a detailed summary of all the specific events as they relate to the breakup and what happened. It would be best if you were able to go through the story in detail, and then you could tell me the end result or the next step."
"My girlfriend's grandma passed away 5 months ago. They were very close. She took care of her till she died. Things kinda returned to normal few weeks later. Last month it feels like we hit a brick wall. Intimacy fell off. I asked what's up. She says she can't connect with anyone and that it's not me. She used to be very open and expressive. Now she gives short answers and has no interest in sex or any touching. When we did have sex in the last month, something felt really off. Now I'm very insecure about us and have thoughts of her cheating. She says otherwise, but I don't know. It just feels like something is really off.","Grief has a huge impact on us and everyone's reaction is different. The one common reaction however is to shut down and distance ourselves. Her relationship with her grandmother was close, given she took care of her up until she passed. It sounds like she is working through a difficult loss and her ability to connect with you, or anyone else, is likely low right now. Trust what she is telling you and try to be there for her as she works through it. If she finds it too difficult to connect again, a good grief counselor can help her get back on track.","First, a bit of self-awareness is helpful here. What exactly are your hopes for your relationship that feel unfulfilled? Do you have some kind of need for physical intimacy or emotional support from her? Having a couple of answers in mind helps you explore them with more insight. And, while your gut tells you she's the only one who can be intimate with you, it might also be helpful to think about your partner as a whole: would a new partner feel the same way about you? Your friend's girlfriend is a very reasonable person and she has every right to experience the same emotions. You don't have to figure out if or how you are both going to be intimate with each other. However, if you're feeling jealous or insecure about her relationship with her, then you have the chance to work on becoming more self-assured and in a better place than you think that you are. A person who is comfortable in their own skin is the best support for other people who are not as confident as you are."
"My son stole my debit card and lied about it. It's not the first time he has lied. I don't know what to do anymore. I don't know if I should punish him or make him do something. I've tried talking to him and asking if anything was wrong. I have grounded him, but nothing works. What should I do?","Hi Enid, You sound like a sensitive parent; I like that you talked to your son to see if anything is wrong. There is some key information here (I don't know your son's age, whether he spent any money, whether he put the card back, or how many times he's stolen), and my answer might be different depending on those details, but I'll give you my thoughts.I see it as every child's job to figure out the rules and find where their power is in the world. In order to accomplish that, many of them test limits. ""What can I get away with?"" is a question they have to find the answer to. If a child knows the rules, they're much more likely to not test limits (because they already know the limits). So, part of testing limits is experimenting with stealing and lying. Not all kids steal, but I would say pretty much every child lies at some point. It's a normal behaviour, and most of the time it's about small things that don't matter and we don't even find out. Stealing a debit card is a bit more serious, and I'm not surprised he lied about it. If you absolutely know that he took it, it's okay to tell him that you believe he did this thing and also lied about it. It's appropriate to give a consequence for this type of behaviour, so that the child doesn't do it again. The consequence should be as natural and logical as possible. The behaviour (stealing) was harmful to you, so doing you a favour with extra chores might be a good idea. It's funny, because as parents we try to tell our kids that lying is bad, but they know they'll get a consequence if they tell the truth so there are natural deterrents to being honest (we don't want people to know our mistakes). It's a dilemma. If you really want to focus on the lying part, you can tell him that you won't give him a consequence for the lying if he decides to come clean with the truth within one day. That gives him incentive to come to you with truth. It sometimes works with kids to give them a chance to come clean and then reward them for telling the truth. You can set your child up for success and train them to tolerate honesty. Put a cookie on the counter. Tell your child to take the cookie at some point in the day. Then ask them later if they took the cookie. You're making honesty fun. Kids love games. Basically, there's as much power in rewarding the positive behaviour as punishing the negative. If this is the first serious offence for your son, don't make a big deal of it; consequence him and see if he learns. If it's a pattern, that's different and you may want the input of a therapist.","I've heard many people saying that children who lie to their parents are often telling the truth, and it's a mistake to be so upset with them for it. I don't have any information or thoughts about this. It has been my experience that parents don't worry for their children lying when it comes to the child stealing or doing something. However, as a child with very little education or experience, I am struggling to comprehend how this would be happening to me. The question I am trying to understand is why is my child doing this time, and if that is because of things I have taught him about lying or something else. I would also want to know how to talk to him about it in a way that he will understand.I hope your answer and advice are helpful."
