question,answer,llm_prediction
"I’m in a relationship with my child's father. I’m a really jealous person. We don’t go out or do anything with other people because of me. To keep our relationship going, I know I have to stop being jealous, but I can’t. How can I get over these issues?","It may be important to look at this as getting through something rather than ""getting over it."" If you're aware of the reasons why you are jealous, I don't know if they relate to this relationship or a previous one, but you could remind yourself of the differences if your feelings of jealousy relate to something from your past.Also, it may be beneficial to have a conversation with your child's father if you are both open to having a discussion about this in a way that you summarize what each other is saying so you are sure that you are understanding each other, at least to some degree.Also, consider what you may want from your child's father to assist you with this. You cannot make him do anything to support you with this, but you can certainly ask.What is something you could start or stop doing to move you toward your goal?","Sometimes this jealousy is due to a feeling of lack in yourself. How does it feel when others seem to have what you always wanted? If you are never satisfied or never happy, jealousy comes from not wanting to be any less than you are. Also, the people of today are very popular and seem to want our attention, which we may not be wanting in return. If you want to stay in a good relationship with your child’s father, I would suggest you work towards understanding your feelings and why you are feeling jealous. And if you are unable to do that, then maybe you need to work on a very firm boundary with him."
"My daughter was overly tired and throwing a fit at her grandparent's house. She wanted to come home at midnight and cried screamed said she said she hated her grandma and that she wanted to kill herself!
    We also have a new baby in the house i didn't know if this would contribute to this. How should I approach this?","You wrote a very full family context w many directions to examine.Do you know or can you find out what the grandma and your daughter were doing in the evening of the screaming episode?Is it possible the grandma abuses your daughter, or tells her scary stories, watches scary movies.  These are only suggestions of some problem between grandma and your daughter.Also, ask your daughter directly why she wants to kill herself and what' killing herself"" means.   Seven year olds don't have a concept of death being a forever condition.  Seven year olds don't have a sense of future meaning besides liking/disliking them.   Maybe the new baby is a factor.  Do you feel this is a factor?   Trust your intuition to tell you if your daughter is resentful of your new baby.Even if she is, I doubt a seven year old has the capacity to connect current unhappiness with the intention of a future action, including suicide.","Please note that this is not a substitute for professional therapy. In any therapy sessions, it is important to take a good look at your own reactions, emotions, and feelings, and how they may be influencing your understanding of what you are experiencing. The level of stress and anxiety may be higher than normal. It may also be helpful to talk with your daughter or grandchild about how you are feeling. You may need to seek help from mental health professionals or other therapists that may be able to help you with your concerns."
"I don't know how to have emotions. I never had any from my birth. Being human, I think of myself as a monster. I enjoy pain. I cut myself for my climax during sex. I think most of the time, I lie, even when sometimes it would have been easy just to tell the truth. I was in rehabilitation for four year. I have made love with both men and women, but it made no impact in my emotions. The books that I enjoy reading H.P. Lovecraft and Edgar Allen Poe. I go hunting every Saturday. I feel powerful. I don't enjoy the killing of the creature, but the hunt of it and to eat and drink the flesh and blood of the creature.","I'm not sure that you don't feel emotion or that you are frightened of the depth of your emotions. From what you write, the context of your growing up years had people telling you to not feel.  Little kids and babies don't remember whether or not they had emotions since birth.  This is information someone told you or was part of your family system.Possibly your family was afraid of their emotions or of you knowing yours.Similarly, your comparison of being human means being monster like, is not an obvious connection.  Besides, monsters are an idea, they aren't real.  They embody what someone considers the worst qualities of themselves or the human species.  Again, I wonder whether you've taken on stories you heard growing up about how unacceptable and bad you are.A way to start learning your emotions is to start in simple, basic ways to ask yourself what you are feeling in the situations that you believe emotions would belong.If on the first bright sunny and warm day of the year, you remind yourself to notice what you're feeling in response to this, you'll be taking one step toward awareness of your emotions.If someone buys you a birthday present, be aware of how you feel.  Keep adding awareness to situations and see if this builds an ease with feeling emotions.","Hi, I'm sorry to hear that your parents are not being supportive of your relationship of love for yourself. I do not know the reasons for your parents' response to your life and how to improve things. If you wish to try communicating your thoughts, as you described in the original question I don’t think this would be in the best interest of your parents. I don’t want to make the assumption, though that it's common for parents to not support their children. You want the help and guidance of your father, but that may not be an appropriate environment to do so.  You have an opportunity to talk with your parent in a clear and compassionate manner.  If you are successful, you may be able to discuss with your parents why you need the help and support they are giving you, and to find other ways to address the emotional pain you may be experiencing.  It's possible that your parents have good reasons for how they are helping you, for example, they may believe that it would be bad for your family.  I'm not sure what the reasons may be and I don't want to talk about the details, or what I would say if I was able to.  If you're able to talk to your parents I will also recommend that you have a discussion with them, and to discuss what I have already read about yourself and to discuss how I can help you. If you and your parents are able to find a way to communicate with each other, and even better, have you and your parents get help (such as a therapist)  to help your family, you will be able to find better support for your life."
"He's been losing feelings and he doesn't know why. I love him very very much. He sometimes thinks I'm obsessed when I'm not at all. I give him his space and I make sure he's okay but sometimes I think if me and him saw each other more it would be better? I truly want me and him to get better, it's kind of hard not to stress about it, because the love of my life is losing feelings which is a sad feeling. He's a great guy! I just don't know why he's been losing feelings towards me. He's starting to put less effort in talking to me. At this point I'll do anything to just make us better as a couple. I tried talking to him but he doesn't like talking about it much. Advice on what to do?","I'm willing to bet that this isn't what you are hoping to hear, but I'd suggest giving him space. Ooph, that's a tough one, right?! I know. But here's the thing, when you keep trying to process and talk it out with him you keep pushing him away. He needs to feel like a solid and whole person (as you do too) to be able to be fully in your relationship. It's the work of being in relationship to learn this. I get that this is tough stuff. I wonder, outside of being with him, how do you soothe and calm yourself? That's the stuff for you to tune into and focus on right now.","What can you learn if you are asking him more about his feelings? When people feel vulnerable, it's natural to feel insecure about the relationship.  If you are not trying to find the reason for this change and instead just asking questions you could learn how he feels and the other way around. You might be surprised by the answers. If he doesn't want to talk about it and feels shame and embarrassment and that he is alone, there might be a reason why he's no longer trying to have that conversation. You could ask him what he is afraid about. As your husband, he's probably not just trying to be better on his own. You might want to ask him what he thinks he could do to make things better."
"My boyfriend won't touch me intimately, he won't kiss me while we are having sex and he won't have oral sex with me. I know he has done this things with other women in the past. I don't know why he won't do them with me. What should I do?","First off, don't blame yourself or be too quick to jump to any scary conclusions.  Human sexuality can be incredibly complex at times (e.g., what turns us on at one time may not be what turns us on the next time). There could actually be a number of things going on including him having performance anxiety...maybe he had a bad experience with a previous partner that's left him scared to try again (we call this operant conditioning).  It could also be that he puts you in a different category than previous lovers.  Sometimes I refer to this as the ""hooker-housewife mentality"" where a partner somehow gets the idea that when we truly fall in love, we treat that one differently; almost up on a pedestal.  Drives many partners crazy until they're aware that this is going on and give their boyfriend/ girlfriend permission to enjoy both the naughty and the nice with them. It could also be that he's not even aware that he's not doing these things. If you haven't asked him yet, you might try gently approaching the subject when you're not already in the bedroom or trying to get in on and inquire what he most enjoys about sex with you (or has enjoyed in the past, or thinks he might enjoy).  You can also share your favorite highlights of sex with him.  Give him an ego boost and tell him what he does well while then asking him if he'd be down to go downtown.  ""Baby, it REALLY turns me on when you kiss me during sex.""If you continue to get the impression that it's somehow only about YOU or that he's just really hesitant to talk about sex in general, you might see if he'd be cool to chat with a counselor who specializes in sexual intimacy.","The answer is you know more than that. All this is fine and that is what matters. A therapist would not tell you what to do based on your relationship. The man won't touch you intimate, which is fine, but that's not the only thing. If he doesn't touch you in a way that's enjoyable for you, what about other things? If this is important to you, this is something to take into consideration. Talking to your boyfriend about this (in private) might be useful. I would recommend finding another way to talk to him. Maybe you can ask him to go to therapy so he can work on this and also so you both have your own way of enjoying intimacy."
Sometimes 3 times a night.,"Perhaps more dreaming means that you are making use of your mind to solve problems.  I find that change states, while sometimes difficult, are very exciting.  They give you opportunity to grow more rapidly.  So I say: ""congratulations!""  ~Mark (www.MarkMorrisLCSW.com and www.LivingYes.org)",My answer will take time to answer as I work with the issue at hand. I may need help from other individuals to find my answer as I cannot be sure of the cause of my issues.
I shake and have panic attacks.,"One way to understand panic attacks is as a sign of feeling insecure or lacking confidence in a certain area or characteristic of yourself.The insecurity can sometimes feel overwhelming and this starts the sense of panic. One way to build your sense of security within yourself is to have a simple life and a slow paced life.   When there are many activities or involvements to pay attention, then it is easy to not give full attention to all of them.  This may trigger a sense of insecurity since in fact you may not have had sufficient time to study and know your own opinion about all of what your life is immersed in.A simpler life of fewer activities allows more time to know and understand your own inner feelings and reactions.To know more about yourself may help build your confidence and security in your ability to know and live what goes on in your life!","I think you might want to consider talking to your GP about a test to see if your panic attacks are related to some kind of underlying medical issues. Some people with anxiety and/or panic disorder have symptoms that are not clear-cut and include abnormal heart rhythm that can lead to panic attacks. They often have physical symptoms that they attribute to the ""anxiety"" and they get treatment and are successful.Sometimes, the medication for your anxiety is actually helping to control the panic attacks you have!"
"My boyfriend and I have a toxic relationship due to his emotional and verbal abuse but he makes me feel like I could never find someone better, and that I can't be happy without him.
   How do I get away from this relationship?","I'm glad you recognize your own best interest and that your life will be much better without verbal and emotional abuse.One of the terrible results of being abused in a relationship which is expected to be loving, safe and supportive, is that the one who is being abused, starts to question their own judgement, rights, opinions, overall way of thinking.This happens because partners who are intimately involved with one another are very meaningful.  Regardless of how irrational, wrong, mean, selfish, intimidating, thoughtless, a partner is to the other, the person on the receiving side gradually starts questioning whether they are wrong for not accepting these sorts of interactions.Stick with what your own intuition tells you.There is a part within each of us which knows the truth of what is going on.Leaving a relationship is always difficult to some degree.  People are in familiar patterns of daily behavior, no one wants to suddenly ""be alone"", even if this only means showing up as a physical body, not as a truly loving partner, no one wants to start telling others about a breakup, answer questions about it, feel blamed, worry what others think.These are secondary matters to following the truth in your own heart.Listen to yourself about leaving this guy. Your inner self does not lie to you.","To answer this question, you would need to consider what he says and does to make you feel this way. If his behavior is abusive by definition, then you may be better off seeing a therapist in order to see what he is truly thinking and feeling.  Here are some additional suggestions. It is also important to note if you aren't ready to leave your boyfriend, then this may be a very difficult process. If you want to try to leave while he is not around, it's important that you do a financial background check, and know your resources so you know what to look for.  If you know your boyfriend is abusive and there is a danger to yourself, there is often a domestic violence hotline that you can call.   You can find help with a quick call at 1-800-799-SAFE or by going to https://www.thehotline.org.   If you are considering an immediate escape, you may want to speak with a therapist for guidance.   I want to emphasize, however, that leaving may be a difficult process. I want to also add that what you experience in your relationship may be in a different way than what you expect it to be. If you're unsure, you can speak with a counselor that will come in and examine whether you are experiencing trauma."
"My husband and I had our first threesome recently. Everyone was drinking and he was on her more then me.    He and I talked about it afterwards and it made me feel better, and now I'm craving more of it. But before it gets close to happening I get this empty feeling. Why am I feeling this way?","As someone who specializes in sexuality and polyamory, I can tell you that your experience is incredibly common. It can be helpful to keep in mind that alcohol lowers our inhibitions, and for first time threesomes or any new sexual behavior really, we humans tend to enjoy a little extra oomph to our courage levels. That being said, it also lowers our ability to make well thought-out decisions. This combined with the brain rewarding novelty (new lover, new experience with our partner etc.) and maybe even some over-zealousness and performance anxiety could likely explain why your husband was on her more than you. My encouragement to you is to try not to overthink it at this stage. Now, IF you two choose to bring her or someone else into the bedroom again and a similar thing keeps happening, I would definitely push the issue and see what's up from his perspective.The empty feeling could be any number of things including:Fear that ""you're not enough for him""Fear that ""she's better than you"" in some wayFear that ""if we keep doing this thing, he will need it and what happens if I no longer want it?""Opposite fear of ""what if I now want her more than him"" or ""if I want the threesomes and he doesn't?""Fear of ""does this mean our sex life isn't good enough as it is?""....""do we have to always add a little spice to keep it hot?""Or like Robin alluded to, preconceived notions about what culture, religion, family and friends etc. say about what marriage and sex ""should"" look like.  I also agree with her encouragement to explore the empty feeling further and see what nuances of other feelings are in there...jealousy? insecurity? shame? regret? longing?  When you can identify and name them, they are easier handled. Some of the resources I recommend poly/ sexually open couples are:“Love in Abundance: a Counselor’s Advice on Open Relationships” by Kathy Labriola“The Jealousy Workbook: Exercises and Insights for Managing Open Relationships” by Kathy Labriola“Rewriting the Rules: an Integrative Guide to Love, Sex, and Relationships” by Meg Barker“More Than Two: a Practical Guide to Ethical Polyamory” by Franklin Veaux & Eve Rickert“The Game Changer: a Memoir of Disruptive Love” by Franklin Veaux“The Ethical Slut: a Practical Guide to Polyamory, Open Relationships, and Other Adventures” by Dossie Easton & Janet Hardy“Opening Up: a Guide to Creating and Sustaining Open Relationships” by Tristan Taormino“Open All the Way: Confessions From my Open Marriage” by Sadie Smythe“Henry and June: From ‘A Journal of Love’ – The Unexpurgated Diary of Anais Nin (1931-1932)“Personally, I find your cravings to be healthy and quite normal. The key is to make them work well for you and your partner(s). Robin's also right about communication being key. Some of the suggested resources above can help get those conversations started. And if you need further assistance, absolutely I would find a sex-positive, poly-positive counselor to chat with.Best of luck to you!Tamara Powell, LMHC","It sounds like you feel like you miss something important and that you are missing out on something. The most obvious answer is that you need more of your partner as well as your individual pleasure. Your pleasure is important, but not in the same way it is for your partner. Also, you say that you feel empty, meaning there is something missing and you feel like you have already given everything.  One thing that might help is to think about what it feels like for your partner to be happy and relaxed, and what you think you would give to make him happy and relaxed. Maybe you are feeling less connected to your partner because you are waiting for him to satisfy your need. That's what you'd want him to do. If the answer is no, then you need to consider other potential answers. Since your pleasure comes from other sources, then you will need to find other sources of pleasure to satisfy the need. I recommend exploring the concept of relational joy. It will come from connecting with other people who love and enjoy you as much as you love them."
"I never feel like myself. I can’t even think straight anymore. I start stuttering and I can’t remember anything. I always get nervous and usually talk myself down but recently end up fighting with, what feels like, someone else. I don’t know why I feel this way, but I hate it.","Hi Houston, Okay, something's definitely going on, right? My gut is to start with your family physician, because you have some physical symptoms. While it seems anxiety is a likely problem here, your doctor will hopefully know your history and can help you decide if you need some medical tests or some therapy. Without knowing more, that's all I can say at this point. Best of luck.","I understand. At first, people who have trouble with their thoughts often feel like they do not know who they are. They have no idea why they stutter or why they have a hard time remembering. However, there are things that you can do at home to get your thoughts more clear and help you to remember what you have done. There are also things you can do to find a way to live a more satisfying life for yourself. The fact that you have found out that you do not know is a good thing, because you are at the beginning of a life and are able to change it. If you can figure out why you stutter and why you have trouble remembering, you will find a way to help with that. I know that at first, it may not make sense, but please see a professional psychologist or mental health professional so that they can help you with any of these difficulties."
"The sounds of eating and breathing gives me headaches—mostly mouth breathing and snoring. It makes me angry, and I want to solve it myself.","Probably good to know in what type of situations you are, in which you are hearing mouth breathing and snoring.If you're sleeping beside your partner who does these actions, would have a different response than if you overhear mouth breathing and snoring from a family member who is napping on the couch and you are walking past them on your way to take a snack in the kitchen.Basically, if the person who does these actions which bother you, start by telling them.Depending on whether they are empathetic to how distressed you are from their sounds, or not, willing to change, or not, has a good deal to do with next steps.I don't really see any step you're able to take to solve that you are sensitive to human sounds from the head.One path I don't recommend is expecting yourself to ignore the fact of being feeling bothered, or dismissing your own sensitivity someone.Your needs matter.","I hope you can find this source of relief and understand what is going on with you. You mentioned that you were angry, which is not something to be proud of. Often, it can be seen as a way of trying to feel better or to have the feelings of anger out and away. In the early stages of the disorder with your symptoms, you may try to stop by the ""solution"". Often, as anger is out of control, it is very important that you understand the root cause of it. It's most likely that there is an anger-related disorder, such as a disorder with obsessive compulsive behaviors. What I want you to know is that it is okay to ask for help. If you can, look up information on anger disorders. There is a lot of information on disorders related to anger, in which individuals have an expression that can be considered obsessive compulsive. If you find you are struggling to manage your anger, or to keep it under control, a therapist can help."
"A girl and I were madly in love. We dated for over a year and were even talking about marriage and future plans together. She moved away for school, and we attempted a long distance relationship. We eventually broke up. It's been a year now, and I still haven't lost my feelings for her. I still love her the same way I did. I've suffered from depression ever since the breakup and have been unable to connect with anyone else. It's damaging me and my life.","Hi Boise, I'm sorry that you've lost this love. The fact that you were planning marriage and a future tells me that you meant something very special to each other at that time. It's different now...you're not together anymore, but you can't accept this, right? Good for you for identifying that this situation is damaging your life. You've been grieving for longer than you were together. Oh, but really you've not been grieving...you're stuck still loving her instead of moving forward. Unrequited love is a recipe for eternal heartache. Let's look at some possible blocks to moving forward.It could be that there's something unfinished for you. Maybe you felt hurt and you didn't have the chance to say so, or you felt you hurt her and you didn't have the chance to make it right. Maybe there's a burning question you need to ask or something else you need to say. Maybe you want to tell her you've never stopped loving her, and see if she feels the same way. If this is the case, you have two choices, right? You can reach out and say what you need to say, or you can stop ruminating on that question and let it go. If you reach out, there's no guarantee it will go well or that she'll even respond. Maybe write her a letter and don't send it (or send it...it might be worth the risk). Use the next paragraph to help you decide. Do you know how she feels? How did it end? Did she end it? Was it ended just because of the distance, or are there more differences between you that didn't work? Sometimes people are so in love that they can't clearly see that the other person isn't in love with them anymore. Use the information you have about what she wants for her life...can you honour what she says she needs? If she's asked for distance, you would do well to honour that.A key to moving forward: look at your thoughts and where they're getting stuck. Write it down. What bad thing can happen if you let it go? Or ""If I move forward, that will mean...""  Keep going...what would be the worst part of that?  This kind of exploring can help you identify your stuck place.It is possible that you've turned this ending into some kind of negative meaning about you or your future. As in ""If this person doesn't love me, then I'm unlovable"", or ""No one will ever love me as much as she did"". So your need to cling to her in your heart is your way of rejecting that negative message about yourself or the future. Can you find another way to reject that message? Try saying these things to yourself:I know she loved me. There is evidence of that.I was a good partner. There is evidence of that.It's part of life to fall in love and then have to move forward...I can do this and learn from it.Many people like me...that's how I know I'm lovable.It's normal to feel sad. I'm grieving a lost love.I want to move forward and not stare in the rearview mirror.I know more love awaits me if I can get fear out of the way.If this person loved me, others can too, (but not if I'm clinging to some old memory)These are the kinds of things a therapist would explore with you. I wish you well!","It sounds like you know what you want so, and so you don't know why you don't feel that desire to have her back. What you're having with those feelings of intense longing is not unusual, even in those that have been through breakups or relationships. It is normal to have these intense feelings to a degree in our lives. There are many reasons that the breakup could be causing you to have feelings such as longing. It is possible that you are still hurt with the loss of the relationship. It is also possible that you are still in love and missing that connection. You have been depressed and sad since the breakup and it is possible that those feelings have been tied to your depression. If the depression has been the cause of your sadness and longing it sounds like the depression is causing you to struggle in every way possible, and to have what you are now feeling - which is longing, sadness, and depression - they are a pattern of the depression to be able to cope better with the world and life.  It sounds like you do not know how to work through the hurt, or that you have been hurt to such a degree that you have really let go of your ability to cope. It sounds like you have been lonely in a way that has had some negative effects on your life.  It is good that you're asking questions about how to cope. And it sounds like you're open to the fact that you could be doing better in your life.  If you decide to talk with a doctor, that could help you discover ways to deal with the effects of depression and what to do to help with your grief. If it helps you to feel more connected with the world, consider joining a support group. There are lots of new people, so it is possible that you will meet people who understand your experience. You may also be able to take a class or attend a public event.    You may want to find someone who matches your interests, like a hobby, or a sport, that you can enjoy doing. It sounds like you could get more out of life by finding new ways to be engaged with the world."
"I met the first man five months ago. I have come a long way and do have feelings for him. I know he would do anything for me and my kids. The man I love is their father, and no matter how many times things haven't been great in the past, I can't help but love him. I know they both love me, and I love both of them.","The answer depends entirely on which interest is stronger for you.If the reliable caretaker man is not someone with whom you'd have fun, lively conversations, understand each other, be sexually compatible, or romantically attracted, and your primary interest is in someone who' steadily manage the kids, household, and finances, then he is the right one for you!The problem is you may not be happy longterm with someone to whom you feel no romantic compatibility. Consider the drawback if you reach the moment of restlessness romantically and are with someone on whom you depend to take care of your kids.Since you have feelings for him, then wait several months longer to see whether or not you can imagine yourself romantically happy with the steady guy.If the other guy who is also the bio dad, isn't involved with his own kids, then he seems like a poor choice of someone to be with longterm.",What is it about your love for that man?
"She constantly tells me what I am doing wrong. For once, I want her to be proud of me. It’s like no matter what I do, she does not have one nice word to say to me. She is always hateful towards me and always has been.","I imagine this is very difficult and confusing for you.It sounds like there are things for which you are proud of yourself, which is really good. I hope there are also other people in your life that are currently able to recognize the good things that you're doing.If you think your mom would be willing to go to see a local mental health professional with you, that may be a good place to have some discussions about the relationship that the two of you have. The reason I'm suggesting that it may be easier to have the conversations there is because sometimes the mental health professional can point out parts of conflict that are not easy for the people who are involved to actually see by themselves.If you want to try to talk with you mom to see how she is feeling, maybe she would be willing to discuss it with you. If you're going to have a conversation like that, I would suggest you try these things:Ask her if this would be a good time to have an important conversation. If she says no, consider asking her when would be a better time.Try to have the conversation with the goal of taking about five minutes to learn more about where she is coming from on this. If you can ask questions to learn more about that, you may be able to know more about what she is thinking and feeling.This doesn't mean that you have to agree with her, but just that you are able to hear where she is coming from.Try to ask questions that start with the words who, what, how, where, when. Questions that start with the word ""why"" can be difficult to answer and can lead to a lot of extra emotion.Try to summarize what she is saying to see if you have it right.If you want your mom to know how you feel, after you can listen to what she is saying and see if she is willing to listen to what you would like to say.If you're going to tell your mom about how you feel, consider having some points written down ahead of time so you can explain yourself the way that you want to.It will probably be really hard to listen to her without being defensive right away. I know I would be wanting to jump right into the conversation. Remember that jumping in right away will probably make it more difficult to learn where your mom is coming from.Also, if she says she doesn't want to have a conversation, remember that she has that choice.If your mom does not want to go to see a counselor with you, remember that you could go on your own. Depending on your state and exactly how old you are, you may need your parent's permission to be in treatment, but not always. If you need help to figure that out, try contacting a couple of local mental health agencies to see if they can help you figure out what to do if you want to talk to someone.","I hear that you hear a lot of this same dialogue. I hear it. When you start getting frustrated with how you're perceived by others, and what is perceived by others in our interactions, it is very normal to feel insecure, or even angry. I also hear you saying that she loves being a critic of your behavior and actions, which sounds frustrating. You may feel angry about being this way. She doesn't even know how much it's bothering you. I think there is a chance that she could show you you are worthy of love and respect, and she wants to get closer to that in the future. It sounds like she is having trouble in the conversation that you and you are having with her, which makes her very reactive. As for any feelings of not being worthy or deserving of love, I would encourage you to talk with a therapist about what this could mean.  There are lots of reasons why a child could learn this behavior and it's important that a parent understands the reasons why this occurs.   It’s likely some form of anxiety or insecurities. I would suggest that if that is what is happening with your wife, you look for one who respects your feelings and your boundaries.  Not all of the time will be easy, but you have to start with your own self-respect, and work on respecting your own and her own.   I would encourage you to explore why she acts this way so much.   Maybe she feels like she's not good enough, or that she needs more attention.   If that's what it is she is afraid of losing your attention.   As for you... I would suggest that if you have your own insecurities, and you don't feel worthy, then you need to work on fixing that in yourself first.   What is more important then being able to do what you want, or to actually feel worthy of what you want?   . It is important to remember this, and if you have other issues, that are not directly relating to your relationship with your wife, then consider speaking with a doctor and a therapist about it.   As you start to address your own fears and insecurities, a relationship with your wife will naturally become much easier and more enjoyable for you.   Good luck!"
"My doctor thinks that seeing a psychiatrist will help with my depression and anxiety. Now my anxiety is worse, what do I do? Writing on here has taken every bit of strength I have left.","Did you take the medication the way the psychiatrist prescribed it?  Did you follow up with her/him to report how it was going?  Different medications work differently with different people.   It's not always the first one that helps.  And some of the medications take some time to have an effect.  Give the doctor the chance to help you. I suggest you find a certified CBT therapist to help you examine your thinking.  www.AcademyofCT.org has listings of the finest CBT clinicians.  In the meantime, do some ""anxiety fasting"" by taking a few minutes to do something nice for yourself right now.  I hope you feel better soon.  ~Mark (www.MarkMorrisLCSW.com and www.LivingYes.org)","I noticed you wrote with lots of questions. Your questions are important because anxiety is often linked to trauma and that, this is where I, and many others, struggle to define boundaries with therapy. Because I have seen too much and in too many ways with trauma, I am usually quick to say that the only thing that will help is having a good therapist. So you are in an unhelpful cycle! Here are a few things that might help: 1) Talk to your doctor about more specialized treatment. 2) Find a therapist that you can trust to help you explore what's going on with your anxiety. 3) Listen to your body. Anxiety is physical. 4) Talk to a support group. 5) Take some time away from the books. 6) Find some hobbies! 7) Practice mindfulness."
"For the past four weeks, I've been having nightmares and hearing voices telling me of horrible things. They're not random voices, but rather, the voices of those I care about.","I would recommend that you talk with a mental health professional near you about the details so you can have some really specific support for what you are going through.I don't know if you can understand when the voices are saying, but I wonder how you feel about what you are hearing? If the voices are just at night, is it possible that they are part of a nightmare or a dream? If you recall your nightmares, consider writing them down so that you can remember their content and work with a mental health professional to look for patterns.One thing that may help you while you are awake is to try to stay connected to the room you're in. For example, take time to notice your feet on the floor, hips in the chair, and shoulders against the back of the chair. You can also try mindfulness techniques, such as noticing what is around you or changing your breathing patterns. These ideas may help in the meantime prior to having more specific ideas from someone near you.Thanks for reaching out!","This sounds really distressing, but also not very uncommon. It's a difficult experience, and it sounds like this has been hard for you in your daily life as well. There are several potential causes and what you need to consider. A doctor can run tests and get a referral to a specialist, but as far as I know there isn't a doctor that can just do this all for you.  As long as you understand all the reasons why you're hearing these voices in your sleep, you will be able to keep yourself safe and confident! If you're not feeling safe and confident, then you may need to find a way to stop yourself from hearing the voices and begin to help yourself find a coping mechanism to deal with these nightmares. In addition, there are many, many resources out there that might be helpful in this type of situation. If you are thinking of having a nightmare, I would suggest you try to have a friend or family member nearby who could help keep you safe. You are not alone in this, though."
She is living with her boyfriend of seven years. He is in therapy for depression and social anxiety. He hasn't worked in all this time.,"Congrats on your upcoming grandchild!Does your daughter want you to break news of her pregnancy, to the family?Talk with your daughter first, whether or not she would like you to tell other family members.Also, given the other facts you mention in your post, if household and financial management are areas you feel your daughter is vulnerable, then bring up these topics too.Stay open minded about your daughter having views which are different from yours.","This sounds like a healthy choice for your partner.I would feel bad for him as the person who has been through depression and social anxiety for seven years.I'm aware that for most people, if it's a depressive and anxiety disorder, it's more than worth the effort to work on it.I would like to know how long your girlfriend has been in therapy for depression and social anxiety.I believe that this person has also been through a lot of emotional trauma.I think she probably knows exactly how to move on with her life, as she is not afraid to live her life fully, with the benefit of being clear on what she wants and needs.I would like to be sure that your girlfriend is in a safe place, as it would be very easy for your boyfriend to throw you off, however your girlfriend has worked so hard in that place to gain her freedom and confidence.I think it's wise for your girlfriend to work with her boyfriend because there may be emotional issues that she is experiencing, like an inability to feel emotions, or issues with controlling behavior.These are a lot of things to consider so her therapist needs to keep you in mind as well.I think that your girlfriend has a lot to learn and this might feel scary at first but you want to help her to get into better gear."
My motivation has gone away. It's hard to get out of bed. I really don't know what to do anymore. I'm miserable. My anxiety and depression have taken over my life.,"Anxiety and Depression are challenging experiences to live with and to manage on a daily basis. I would say that both are challenges to overcome but solutions to living healthy and well exist. Step 1: Talk about it. With friends, family, partners, counselors, and other trusted people in your life. Step 2: Create a plan with a counselor to learn new skills that help you recognize and manage your symptoms. Step 3: Don't give up. Working on yourself can be difficult and hard at the beginning. Stick with it and you will be able to find exercises, tools, and resources that help you live well.","I heard it all when I was a child. My mother had depression, we didn't know it at first. I was so little when the feelings came on - they were a bit rough around the edges, even when I was only six. I wanted to be the big girl of the house and would try to make the best of the situation, but that just made it worse. I didn't think she cared that much about me at the time, or that what she was feeling was a sign of her being sick, so I wanted to make the best of what I had. But now, I am an older child/younger person and have realized that my mother didn't know where to start. I know that you have to do it on your own, and I know I have to do it too. So, how can we start? The first step is to understand how you feel. Are you feeling sad? Do you feel anxious? Are you feeling helpless? These questions may not be your only feelings, but they are some of the most important. Ask yourself whether you would be depressed or anxious if the situation were changed. You are not depressed or anxious unless you have this. Are you feeling better since you started doing things differently? How would it be different if you were really worried? When would you stop worrying? At what would you stop worrying? The more we talk to ourselves about how we feel and how things have changed in our lives, the more and more we can come to recognize what we might be feeling. The first step is always the hardest. So, maybe try going to someone that you feel good with and tell them what you're feeling. Do it to yourself."
What are the basic skills a good counselor needs to have?,"Here is a list of skills I use every session, and a short explanation of what they are:Reflecting: Paraphrasing what clients have said so that they know you understand themValidating: Helping clients to know that their point of view is valuable and rationalClient-centered talk: Maintaining focus on the client in therapy sessions, rather than a therapist talking about themselvesAttending: Nonverbal or verbal cues that indicate I am listening to a client (i.e., nodding, leaning in, affirmations)Reframing: Helping a client to see a problematic behavior or situation in a different way (usually only works well after they feel heard and understood)","That's a wonderful question. It's one that many people have asked and wondered, and I know that the answer isn't just a simple answer. It's a little bit complex, and is also really multifaceted. From my perspective as a counselor, there are a few basic skills that I find to be particularly helpful:

*   **Active Listening:** The ability to fully and honestly listen to what others say, understanding them is better than hearing about them. This doesn't just mean listening to words, but also trying to understand the emotions and context behind words.

*    **Empathy:** Seeing the world through another person's eyes, understanding why the person might feel a particular way and caring about their feelings.

*   **Empathy**: It is similar to the above. You aren't judging your other person's feelings or behaviours, but simply trying to understand them.   This is why it is crucial for the counseling to work.  If the person does not know what emotions they are experiencing they are very likely to be unsure of their own feelings and/or behaviour.  It is imperative that you are not looking for them to answer the question of how you feel. It's essential to be supportive and curious, not judgmental.                                                                                                                                                                    �"
