question,answer,llm_prediction
"My boyfriend and I have a toxic relationship due to his emotional and verbal abuse but he makes me feel like I could never find someone better, and that I can't be happy without him.
   How do I get away from this relationship?","I'm glad you recognize your own best interest and that your life will be much better without verbal and emotional abuse.One of the terrible results of being abused in a relationship which is expected to be loving, safe and supportive, is that the one who is being abused, starts to question their own judgement, rights, opinions, overall way of thinking.This happens because partners who are intimately involved with one another are very meaningful.  Regardless of how irrational, wrong, mean, selfish, intimidating, thoughtless, a partner is to the other, the person on the receiving side gradually starts questioning whether they are wrong for not accepting these sorts of interactions.Stick with what your own intuition tells you.There is a part within each of us which knows the truth of what is going on.Leaving a relationship is always difficult to some degree.  People are in familiar patterns of daily behavior, no one wants to suddenly ""be alone"", even if this only means showing up as a physical body, not as a truly loving partner, no one wants to start telling others about a breakup, answer questions about it, feel blamed, worry what others think.These are secondary matters to following the truth in your own heart.Listen to yourself about leaving this guy. Your inner self does not lie to you.","I am sorry to hear about your issues in your relationship with your boyfriend. It is true that you are told you will never find someone better and that you can't be happy without him. This is true for many people who have been victimized by a cruel and abusive partner. If you are in a relationship where there is no respect, love, or safety for you, it is reasonable to feel like you want out of the relationship. However, I also want to state that it is not always possible to leave a toxic relationship. One may have feelings of not wanting to leave from their boyfriend. In this case, they may want to start by asking his girlfriend for a break-up plan. If the only way to get away from the abuse would be to stay in the relationship is to get out, then you may need to see a therapist. If you want to work with a therapist at the same time as the relationship, you can say you need to set a date to meet with them so you both know when you can get away from one another. One will always be there for his girlfriend. After the breakup, there is often a brief period where either one is angry. You must also consider whether you would be happy with a divorce in the future. Some people enjoy divorce. You can also decide what to do with your assets and where you would like to live.  It is important to note that you are not alone in the situation that is happening with you and you may be able to get help from family and friends who you trust."
"My husband and I had our first threesome recently. Everyone was drinking and he was on her more then me.    He and I talked about it afterwards and it made me feel better, and now I'm craving more of it. But before it gets close to happening I get this empty feeling. Why am I feeling this way?","As someone who specializes in sexuality and polyamory, I can tell you that your experience is incredibly common. It can be helpful to keep in mind that alcohol lowers our inhibitions, and for first time threesomes or any new sexual behavior really, we humans tend to enjoy a little extra oomph to our courage levels. That being said, it also lowers our ability to make well thought-out decisions. This combined with the brain rewarding novelty (new lover, new experience with our partner etc.) and maybe even some over-zealousness and performance anxiety could likely explain why your husband was on her more than you. My encouragement to you is to try not to overthink it at this stage. Now, IF you two choose to bring her or someone else into the bedroom again and a similar thing keeps happening, I would definitely push the issue and see what's up from his perspective.The empty feeling could be any number of things including:Fear that ""you're not enough for him""Fear that ""she's better than you"" in some wayFear that ""if we keep doing this thing, he will need it and what happens if I no longer want it?""Opposite fear of ""what if I now want her more than him"" or ""if I want the threesomes and he doesn't?""Fear of ""does this mean our sex life isn't good enough as it is?""....""do we have to always add a little spice to keep it hot?""Or like Robin alluded to, preconceived notions about what culture, religion, family and friends etc. say about what marriage and sex ""should"" look like.  I also agree with her encouragement to explore the empty feeling further and see what nuances of other feelings are in there...jealousy? insecurity? shame? regret? longing?  When you can identify and name them, they are easier handled. Some of the resources I recommend poly/ sexually open couples are:“Love in Abundance: a Counselor’s Advice on Open Relationships” by Kathy Labriola“The Jealousy Workbook: Exercises and Insights for Managing Open Relationships” by Kathy Labriola“Rewriting the Rules: an Integrative Guide to Love, Sex, and Relationships” by Meg Barker“More Than Two: a Practical Guide to Ethical Polyamory” by Franklin Veaux & Eve Rickert“The Game Changer: a Memoir of Disruptive Love” by Franklin Veaux“The Ethical Slut: a Practical Guide to Polyamory, Open Relationships, and Other Adventures” by Dossie Easton & Janet Hardy“Opening Up: a Guide to Creating and Sustaining Open Relationships” by Tristan Taormino“Open All the Way: Confessions From my Open Marriage” by Sadie Smythe“Henry and June: From ‘A Journal of Love’ – The Unexpurgated Diary of Anais Nin (1931-1932)“Personally, I find your cravings to be healthy and quite normal. The key is to make them work well for you and your partner(s). Robin's also right about communication being key. Some of the suggested resources above can help get those conversations started. And if you need further assistance, absolutely I would find a sex-positive, poly-positive counselor to chat with.Best of luck to you!Tamara Powell, LMHC","You sound like a woman with a lot to live for, a lot of experience that comes with a woman in a relationship.  There are several things that can cause you to feel this way.  You might be craving more pleasure or pleasure and you are seeking that. Your feelings are understandable and valid.  If you are feeling this way, it's really good that you have had the chance to talk about it. Talking about your feelings and what they mean is important, so that you are aware of what's going on. Also, talk to your husband and let him know what your feelings and thoughts have been. He may already be aware of what is going on with you and can help to ensure that you get the same things you need, which is important for your relationship. If there are issues in your relationship that have to do with pleasure, your love, or your needs, those issues could be a cause for your unhappiness. If those issues are addressed, then you may feel better in your relationship."
"I never feel like myself. I can’t even think straight anymore. I start stuttering and I can’t remember anything. I always get nervous and usually talk myself down but recently end up fighting with, what feels like, someone else. I don’t know why I feel this way, but I hate it.","Hi Houston, Okay, something's definitely going on, right? My gut is to start with your family physician, because you have some physical symptoms. While it seems anxiety is a likely problem here, your doctor will hopefully know your history and can help you decide if you need some medical tests or some therapy. Without knowing more, that's all I can say at this point. Best of luck.","You've also been feeling anxious again. Since your symptoms have been occurring for a long time, you are likely feeling trapped and unable to take any real steps to improve your mental state. I also would like to point out that a lot of people feel like this at times. Many things can make this feel like you have not found yourself in the life you want. Many things happen over our lifetimes. For example, if you live in a very abusive home, you have a very good reason to feel very anxious and afraid for your safety. It can also lead to many more problems in a person's life. One of the most common anxieties is a fear of failure. You're still struggling with finding a good career. And you fear that you don't belong here, to achieve your goals or to be successful. You are thinking about your past life, and you're afraid you can't change it. You feel ashamed to be anxious. This is not good. It's a symptom of something more. So be proud of the fact that you are here to listen and start to have a more meaningful conversation. It might be helpful to have some of your specific past experiences discussed, and then to decide what type of future you want to make it and work towards this vision together. Good luck."
"The sounds of eating and breathing gives me headaches—mostly mouth breathing and snoring. It makes me angry, and I want to solve it myself.","Probably good to know in what type of situations you are, in which you are hearing mouth breathing and snoring.If you're sleeping beside your partner who does these actions, would have a different response than if you overhear mouth breathing and snoring from a family member who is napping on the couch and you are walking past them on your way to take a snack in the kitchen.Basically, if the person who does these actions which bother you, start by telling them.Depending on whether they are empathetic to how distressed you are from their sounds, or not, willing to change, or not, has a good deal to do with next steps.I don't really see any step you're able to take to solve that you are sensitive to human sounds from the head.One path I don't recommend is expecting yourself to ignore the fact of being feeling bothered, or dismissing your own sensitivity someone.Your needs matter.","I'd be willing to help you explore that, but first I think you should see an ENT doctor. I would describe that to the doctor as a new, and persistent headache. Most of my patients do that too, but without knowing whether they are in pain, they won't be able to determine what is causing it to be a new symptom. If I was the doctor, I would be sure to do a lot of tests to figure out the cause of the headaches to find a way to make you less aware of it. Also, I'd encourage you to track when and where you feel the headaches, and try to identify any possible triggers or patterns."
"A girl and I were madly in love. We dated for over a year and were even talking about marriage and future plans together. She moved away for school, and we attempted a long distance relationship. We eventually broke up. It's been a year now, and I still haven't lost my feelings for her. I still love her the same way I did. I've suffered from depression ever since the breakup and have been unable to connect with anyone else. It's damaging me and my life.","Hi Boise, I'm sorry that you've lost this love. The fact that you were planning marriage and a future tells me that you meant something very special to each other at that time. It's different now...you're not together anymore, but you can't accept this, right? Good for you for identifying that this situation is damaging your life. You've been grieving for longer than you were together. Oh, but really you've not been grieving...you're stuck still loving her instead of moving forward. Unrequited love is a recipe for eternal heartache. Let's look at some possible blocks to moving forward.It could be that there's something unfinished for you. Maybe you felt hurt and you didn't have the chance to say so, or you felt you hurt her and you didn't have the chance to make it right. Maybe there's a burning question you need to ask or something else you need to say. Maybe you want to tell her you've never stopped loving her, and see if she feels the same way. If this is the case, you have two choices, right? You can reach out and say what you need to say, or you can stop ruminating on that question and let it go. If you reach out, there's no guarantee it will go well or that she'll even respond. Maybe write her a letter and don't send it (or send it...it might be worth the risk). Use the next paragraph to help you decide. Do you know how she feels? How did it end? Did she end it? Was it ended just because of the distance, or are there more differences between you that didn't work? Sometimes people are so in love that they can't clearly see that the other person isn't in love with them anymore. Use the information you have about what she wants for her life...can you honour what she says she needs? If she's asked for distance, you would do well to honour that.A key to moving forward: look at your thoughts and where they're getting stuck. Write it down. What bad thing can happen if you let it go? Or ""If I move forward, that will mean...""  Keep going...what would be the worst part of that?  This kind of exploring can help you identify your stuck place.It is possible that you've turned this ending into some kind of negative meaning about you or your future. As in ""If this person doesn't love me, then I'm unlovable"", or ""No one will ever love me as much as she did"". So your need to cling to her in your heart is your way of rejecting that negative message about yourself or the future. Can you find another way to reject that message? Try saying these things to yourself:I know she loved me. There is evidence of that.I was a good partner. There is evidence of that.It's part of life to fall in love and then have to move forward...I can do this and learn from it.Many people like me...that's how I know I'm lovable.It's normal to feel sad. I'm grieving a lost love.I want to move forward and not stare in the rearview mirror.I know more love awaits me if I can get fear out of the way.If this person loved me, others can too, (but not if I'm clinging to some old memory)These are the kinds of things a therapist would explore with you. I wish you well!","As you know, this feeling of ""missing them"" is very common when a relationship ends, and for you it is the ""missing them"" of a deep connection. When the relationship you're missing is one that has an impact on your emotional state and you don't know why you feel it so strongly, that can be scary.  You feel like you're missing them, or like everything will be worse without them.  The most important thing to understand is that you may be missing this in other ways.   You may be missing the comfort, the support, the shared values, the laughter or the history together with her.  You may have been missing things within yourself in the relationship that you feel missing now.  Most people are missing something in their lives when they have a relationship that ends with them.  The real question is: What is it that you are missing?  Ask yourself what your needs were in the relationship and are now fulfilled?  Is the relationship itself the problem, or are there other parts to the relationship such as: <br>  You've told me the people have moved away, the relationships has shifted...  Did you meet these people?  Will they be able to fulfill the needs you had in the relationship?   There are things that you can do to look closer at yourself, what do you need in a relationship?    It's important to remember that you are not missing anything here, because there are other sources to be happy with.    There are good parts of your life that you can find in your friends, family, hobbies, etc., that are full of joy and a great connection with your inner self.    You would have been so happy with her, and it's good to know that she felt that way about you.    \r\n"
"I met the first man five months ago. I have come a long way and do have feelings for him. I know he would do anything for me and my kids. The man I love is their father, and no matter how many times things haven't been great in the past, I can't help but love him. I know they both love me, and I love both of them.","The answer depends entirely on which interest is stronger for you.If the reliable caretaker man is not someone with whom you'd have fun, lively conversations, understand each other, be sexually compatible, or romantically attracted, and your primary interest is in someone who' steadily manage the kids, household, and finances, then he is the right one for you!The problem is you may not be happy longterm with someone to whom you feel no romantic compatibility. Consider the drawback if you reach the moment of restlessness romantically and are with someone on whom you depend to take care of your kids.Since you have feelings for him, then wait several months longer to see whether or not you can imagine yourself romantically happy with the steady guy.If the other guy who is also the bio dad, isn't involved with his own kids, then he seems like a poor choice of someone to be with longterm.","Love is a wonderful thing.I suggest you ask him for more details of the past in the hopes that you'll learn if he is still in love with you, or if that love will change as he has matured. Good luck. Love is good for you."
"She constantly tells me what I am doing wrong. For once, I want her to be proud of me. It’s like no matter what I do, she does not have one nice word to say to me. She is always hateful towards me and always has been.","I imagine this is very difficult and confusing for you.It sounds like there are things for which you are proud of yourself, which is really good. I hope there are also other people in your life that are currently able to recognize the good things that you're doing.If you think your mom would be willing to go to see a local mental health professional with you, that may be a good place to have some discussions about the relationship that the two of you have. The reason I'm suggesting that it may be easier to have the conversations there is because sometimes the mental health professional can point out parts of conflict that are not easy for the people who are involved to actually see by themselves.If you want to try to talk with you mom to see how she is feeling, maybe she would be willing to discuss it with you. If you're going to have a conversation like that, I would suggest you try these things:Ask her if this would be a good time to have an important conversation. If she says no, consider asking her when would be a better time.Try to have the conversation with the goal of taking about five minutes to learn more about where she is coming from on this. If you can ask questions to learn more about that, you may be able to know more about what she is thinking and feeling.This doesn't mean that you have to agree with her, but just that you are able to hear where she is coming from.Try to ask questions that start with the words who, what, how, where, when. Questions that start with the word ""why"" can be difficult to answer and can lead to a lot of extra emotion.Try to summarize what she is saying to see if you have it right.If you want your mom to know how you feel, after you can listen to what she is saying and see if she is willing to listen to what you would like to say.If you're going to tell your mom about how you feel, consider having some points written down ahead of time so you can explain yourself the way that you want to.It will probably be really hard to listen to her without being defensive right away. I know I would be wanting to jump right into the conversation. Remember that jumping in right away will probably make it more difficult to learn where your mom is coming from.Also, if she says she doesn't want to have a conversation, remember that she has that choice.If your mom does not want to go to see a counselor with you, remember that you could go on your own. Depending on your state and exactly how old you are, you may need your parent's permission to be in treatment, but not always. If you need help to figure that out, try contacting a couple of local mental health agencies to see if they can help you figure out what to do if you want to talk to someone.","This sounds like a very frustrating and unpleasant experience for you. When you start getting told that you are doing wrong by a family member, what is the most helpful way to approach this situation?"
"My doctor thinks that seeing a psychiatrist will help with my depression and anxiety. Now my anxiety is worse, what do I do? Writing on here has taken every bit of strength I have left.","Did you take the medication the way the psychiatrist prescribed it?  Did you follow up with her/him to report how it was going?  Different medications work differently with different people.   It's not always the first one that helps.  And some of the medications take some time to have an effect.  Give the doctor the chance to help you. I suggest you find a certified CBT therapist to help you examine your thinking.  www.AcademyofCT.org has listings of the finest CBT clinicians.  In the meantime, do some ""anxiety fasting"" by taking a few minutes to do something nice for yourself right now.  I hope you feel better soon.  ~Mark (www.MarkMorrisLCSW.com and www.LivingYes.org)","I hope you find your doctor's advice helpful too.   If your anxiety is worse now that you're going to a psychiatrist, perhaps it would be useful to discuss what you think will work best for you to help calm your anxiety.  I am sure your doctor will give some good advice on you.  I know it's hard and scary to ask for help in this way, but sometimes it is the most wonderful thing we can do for ourselves.  I hope you soon have positive answers and get some good rest.  I am happy for you!I hope you find some joy in your life, now that you're going to see a professional. I wish you all the best!"
"For the past four weeks, I've been having nightmares and hearing voices telling me of horrible things. They're not random voices, but rather, the voices of those I care about.","I would recommend that you talk with a mental health professional near you about the details so you can have some really specific support for what you are going through.I don't know if you can understand when the voices are saying, but I wonder how you feel about what you are hearing? If the voices are just at night, is it possible that they are part of a nightmare or a dream? If you recall your nightmares, consider writing them down so that you can remember their content and work with a mental health professional to look for patterns.One thing that may help you while you are awake is to try to stay connected to the room you're in. For example, take time to notice your feet on the floor, hips in the chair, and shoulders against the back of the chair. You can also try mindfulness techniques, such as noticing what is around you or changing your breathing patterns. These ideas may help in the meantime prior to having more specific ideas from someone near you.Thanks for reaching out!","I'm sorry to hear you have to deal with this for such a long time.I've had my share of nightmares and hearing voices, and that it has been 4 weeks with them.It sounds like the voices are telling you very important things, which is something that can be frightening!Since you said that the voices have been telling you horrible things, that is a little unnerving.You could be worried about if you are getting depressed and then not being able to find the right way to treat it.There are different methods and approaches to dealing with anxiety.Are the voices frightening to you?If you can tolerate the voices with some fear to it, then you do have a chance to get really good at managing your anxiety levels.You could be considering a combination of treatments, and that is good to know because there's so much that can be said.If you feel comfortable talking with a professional, you could see a psychiatrist or psychologist.They would be able to assess your symptoms and recommend a treatment plan.There are things that you can do by yourself too, that can help improve your mental health as well, such as: 1) Taking time to reflect on things that are going well for you and being grateful for it. 2) Trying to take care of yourself both physically and emotionally. 3) Talking to a trusted friend to have someone to vent to about your difficulties with anxiety and depression. 4) Practicing Mindfulness - This may seem obvious, but it's something that many people who struggle with anxiety benefit from.If you are not sure that you need more help with therapy at this time, then what that means in terms of what you will do is to ask yourself two questions: Are you willing to try to understand your voice? Do you know that you need more help?If you feel that you aren't willing to try to figure out what's going on in your mind at this time, it's better not to, because in the long run, it could be that you don't want your voice to continue to be telling you bad things.It's worth remembering that people also hear voices from time to time, and the most common are those of children or pets!Have you ever heard that the voices are telling you that you are going to die?I hope not because you have a strong memory to remind you of this. I hope that you get some peace of mind so you have time to learn how to deal with this. It"
She is living with her boyfriend of seven years. He is in therapy for depression and social anxiety. He hasn't worked in all this time.,"Congrats on your upcoming grandchild!Does your daughter want you to break news of her pregnancy, to the family?Talk with your daughter first, whether or not she would like you to tell other family members.Also, given the other facts you mention in your post, if household and financial management are areas you feel your daughter is vulnerable, then bring up these topics too.Stay open minded about your daughter having views which are different from yours.","I am sorry to hear that you were in therapy for depression and social anxiety. Hope you had a wonderful time as you worked towards the goal of getting better yourself. It doesn't matter whether he had worked on his depression or social anxiety in therapy or not. I think he is a good person and has a lot to offer you, I am sure that he would be happy to return to therapy if you see yourself to be willing. What he is dealing with now in his life might be something different from what he dealt with when he first started therapy. It might be worth talking to him or talking to a therapist that specializes in mental health to understand what he is going through."
My motivation has gone away. It's hard to get out of bed. I really don't know what to do anymore. I'm miserable. My anxiety and depression have taken over my life.,"Anxiety and Depression are challenging experiences to live with and to manage on a daily basis. I would say that both are challenges to overcome but solutions to living healthy and well exist. Step 1: Talk about it. With friends, family, partners, counselors, and other trusted people in your life. Step 2: Create a plan with a counselor to learn new skills that help you recognize and manage your symptoms. Step 3: Don't give up. Working on yourself can be difficult and hard at the beginning. Stick with it and you will be able to find exercises, tools, and resources that help you live well.","Your friend is asking you to consider an important topic in order to help your friend. That topic is anxiety. Because you are experiencing a number of symptoms like being miserable, having difficulty getting out of bed, and having depression, anxiety probably has a lot to do with it. The good news is that anxiety can be treated. Anxiety symptoms can be extremely persistent, in ways that prevent people from making steps and changing patterns of their lives. The first step to taking over your life is understanding what a person's anxiety is as well as recognizing what is impacting your day to day life. Your feelings are valid. It is a normal response when you feel overwhelmed by many emotions from life. You are doing a great job with describing your feelings because it seems like your emotional and mental state are all connected and intertwined. Often, anxiety can cause difficulty sleeping, appetite, and other body sensations. It can also result in you being overprotective of your belongings and/or in having trouble telling people what you feel. When it comes to physical symptoms, anxiety can often cause headaches, stomach aches, or other issues. For your friend, a helpful thing to take is to give her some space. If she has a supportive friend and family member, her therapist can help her feel safe enough to have that space. You are asking to see her and there are more people in her life who want to help. In the meanwhile, you can help by being your friend as a good friend would. This could involve running errands for her, or bringing food to her, or helping her with tasks like cooking or mowing the lawn. There is a lot of wisdom in being there to support your friend in this way."
What are the basic skills a good counselor needs to have?,"Here is a list of skills I use every session, and a short explanation of what they are:Reflecting: Paraphrasing what clients have said so that they know you understand themValidating: Helping clients to know that their point of view is valuable and rationalClient-centered talk: Maintaining focus on the client in therapy sessions, rather than a therapist talking about themselvesAttending: Nonverbal or verbal cues that indicate I am listening to a client (i.e., nodding, leaning in, affirmations)Reframing: Helping a client to see a problematic behavior or situation in a different way (usually only works well after they feel heard and understood)","Good counselor needs a broad set of skills and emotional and psychological competencies. Here are some of the key skills a good counselor needs, categorized by type:

**I. Core Counseling Skills:**

*   **Active Listening:** Not just hearing what the client says, but truly understanding what they're saying, both verbally and non-verbally. Asking reflective questions (e.g., 'Can you tell me more about that?') and summarizing the information to confirm that your understanding is correct.
*   **Empathy:** The ability to understand and share the feelings of another person. This is more than sympathy which is feeling pity or compassion for another person. It's understanding and 'walking in their shoes'. The ability to understand people's perspective as different from your own is key for both understanding their issues and helping them resolve them.
*   **Communication:** Clear and compassionate communication. You will be an ally, confidante and guide in this. Clients need to feel safe enough to share vulnerable information about themselves.
*   **Emotional regulation:** The ability to control and understand your own emotions, so you don't harm other peoples' feelings. Learning how to calm down when things get hot in your mind is a great first step for being a good counselor.

**II. Therapeutic Relationship Skills:**

*   **Establishing Rapport:** The best way to give people what they need is for them to feel comfortable and safe. Establishing trust is how it's done
*   **Motivational Interviewing:** A type of counseling that focuses on helping people identify their reasons to make different changes, and how to do it
*   **Reflection:** This is about helping the client understand themselves to be more self aware

**III. Understanding the Basics of Behavior Change**

*   **Motivational Interviewing:** Understanding how people change is huge. It is something that you can learn how to do that has a good chance of showing results.

This will give you a strong head start on being a counselor. I hope this helps!"
"I'm a teenager, and while I’ve never been to any kind of therapist, I noticed I experience several anxiety symptoms. I frequently find myself not going out and following my parent around the house. I can't go into stores (grocery stores specifically) on my own, and when I do, I have to be on the phone with my dad the whole time. I also forget things a lot.","With the way you described your anxiety, it sounds like you have different types of anxiety. I'm not sure whether you have anxiety of public places, large crowds, being alone  (sometimes called separation anxiety), or some combination thereof.One thing that would be helpful would be to track your anxiety and see how anxious you are (on a scale of 1 to 10) in different situations. Also, if you know what leads up to your anxiety, it would be good to know this as well so you can look for patterns.As for forgetting things, you could be anxious because you are forgetting things or you could be forgetting things because you are anxious. When you are having anxiety, certain parts of your brain are overactive because you are in a kind of protective mode. It's also possible that forgetting things and anxiety are not related.Something else to try would be to notice where you feel your anxiety in your body and put your hand there is a way of giving yourself comfort.Another thing about anxiety is that having anxiety can lead to more worry about having more anxiety. One thing that helps for some people is to go to the regular primary care doctor to make sure that there are no physical problems (just for the regular physical) so they know that there are no physical problems and that the anxiety will lessen in a few minutes.Also, if you are able to notice your feet on the floor or your hips in the chair, this is helping you to be mindful of your body and connecting you to your surroundings. During this in combination with naming your emotions can be soothing as well. For example, in the grocery store, if you are feeling anxious, you could say to yourself ""I'm anxious right now and I'm okay"" while gently shifting your weight from one foot to the other. No one around you would notice what you were doing and the motion may be soothing to you.Anxiety can have a lot of different causes and things that trigger it. If it is difficult for you to work it out on your own (which is very common), consider talking with a local therapist so you can have more specific ideas.Also consider making a list of people who you trust and what it is about them that makes you feel comfortable.","""How are you feeling about this?"""
It's really hard to not have negative feelings about friends who don't put any effort into nourishing our relationship.,"One thing I would ask is ""why are you still hanging with those {friends}?"" A relationship needs to be nurtured by both parties, it is a dynamic fluctuation between two people. I would ask you to question why you continue to remain together as friends, I always believed that a relationship should emit positivity towards all parties involved, if your in a relationship that is one-sided, it is inevitable that it will start to de-compensate. Never travel with the circus, never travel with fools, everything in life should have some positive payout, will things at times be negative, of course they will, but in order to keep something or someone in your life there should be more positivity than negativity.Hope this helps, C",I think friendship is a beautiful thing. It means that there are other people with whom you feel you have a good connection. I feel like there is some good in this. I will try to be more attentive to the people around me and spend more time and energy on good friends.
"This is preventing me from getting a job. I have bad relationship with my bipolar mother. I am living with her but it stresses me out so much to be around her that I have locked myself in my room. I have no friends or other family to help me. I have no money for therapy, but I think I need therapy before I can secure a job.",A good first step would be to make an appointment with your primary care provider & discuss your concerns.  They would have resources available to help in your particular situation.,"You're probably feeling a lot of different things right now. There are 2 different groups of things I'd tell you to consider, first what is causing a lot of stress in your life right now. My first thought would be bipolar disorder which, in fact, is what you are probably experiencing. I have had several friends who have come out with what seems similar to you, but they had a much better experience with bipolar disorder than I had, as well as knowing more about what to do with it. What I think is most interesting is my advice to you would be to focus on your treatment, therapy and what you want to do to help your mother. If what you are experiencing in the house is not something you'd like to live with, then this could be the solution to the problem.   You could talk to her about your concerns and ask her to be more respectful to you. You could be more direct about when you are available to discuss some potential solutions.   Talking to her is good for your mental health as well, so this is something you need to be willing to accept and be open to.   The two other important things I'd recommend are that you are careful not to let her be angry with you or in the house.   If this happens then you do not have to have a conversation with your mother at all, and you can't do your best in the long run. It would also be good to get out of your room, and just walk around for a while.   Once you have done this you will then find the person that you will spend more time with and maybe you can work your way toward a life with your mother."
"I am lazy. I am very aware of the problem and try to talk myself out of it all the time, but I never seem to shake the habits. I try to think of what it is doing to me and my future, but no matter what, I keep creating excuses for myself to continue the procrastination. All I'm ever left with is regrets and a low grade. I am at an all-time low in my life, and I'm not even that old. I've always been a straight-A student, but now I'm getting C's and F's, and it hurts me to know that I am way better than that. It's not even like the work is hard.","I am sorry to hear that you are going through such a tough time. It sounds to me like you are suffering from depression to some degree. Have you seen a therapist or talked to anyone about your problems? If not, I would advise that you do so sooner than later so that you can learn what is causing you to be unmotivated and causing difficulty with breaking the cycle that you are in. It is also a good idea to get a medical evaluation from your doctor to rule out any medical causes for your current condition. Most often, difficult situations that life throws at us, along with an inability to think positively, and break bad habits are what cause depression. Some things you can do immediately are seek help from a professional, schedule in time every day to engage in pleasurable (or once pleasurable) activities, exercise daily, and practice thinking more positively. Set a few daily goals for yourself and write them down each morning or the night before. Achieving your goals every day will give you a sense of accomplishment and can lead to feeling more optimistic and capable. Additionally, keep a journal to write down how you are feeling and what ideas you have to help feel better. Sometimes having these ideas written down make it more real and tangible. Know that depression is most often curable but takes work and a desire to change (which you clearly have). Once you start feeling better about yourself and your life, your grades should naturally begin to improve, as you will have more motivation and energy to focus on that particular area. Best of luck to you!","I understand that you want to understand why you are feeling these emotions, and hope you are able to break free of those bad habits. I will advise you to take a deep breath and sit quietly and think about it. I also recommend you try to understand the root of these habits. If you are able to get a professional mental health or counseling, you may find yourself with the ability to gain a better understanding of the factors that are affecting you."
"Recently my boyfriend broke up with me because of my bad language. But he thinks I'm a total b***h. I know I'm bipolar and can be selfish. He called me today and says he can't go through with the breakup. I was broken and didn't want a breakup to begin with, but I know I'm horrible at times and can't help it. It's like I'm battling myself. What do you feel?","Both options seem reasonable.  Seeking individual therapy will help you to cope with the mood changes that come with bipolar disorder, will give you a space to vent your negative thoughts, and will allow you to find the coping mechanism to address life and relational challenges.  IF your boyfriend is interested in attending couples therapy with you, it will assist in identifying the problems in the relationship that pushed him to the breakup and will give both of you the tools to communicate and resolve conflicts.I am a Licensed Professional Counselor in Texas, currently providing individual, couples, and family therapy services in West Houston.  You may reach me at 787-466-5478 to schedule an appointment.    ¿Debería buscar ayuda yo sola o junto con mi novio?Mi novio me dejo recientemente por ser mal hablada.  El piensa que soy una p***a.  Yo sé que soy bipolar y que puedo ser egoísta.  El me llamo hoy para decirme que no puede continuar separado.  Yo estaba destruida y no quería que nos dejáramos desde el inicio, pero se lo horrible que puedo ser a veces y que no lo puedo evitar.  Es como si estuviera en guerra conmigo misma.  ¿Qué piensas?Ambas opciones son razonables.   Buscar terapia individual te ayudara a manejar los cambios de estado de ánimo que son partes del desorden bipolar, también te dará espacio para ventilar los pensamientos negativos y encontrar herramientas para enfrentar problemas relacionales y de la vida diaria.   SI tu novio está interesado, también pueden asistir a terapia de pareja para poder identificar las razones de la separación, y obtener las herramientas apropiadas para  comunicarse apropiadamente y resolver conflictos. 
Soy Consejera Profesional Licenciada en Texas y Puerto Rico, veo clientes en el este de Houston y proveo servicios de tele terapia.  Para una cita puedes llamar al 787-466-5478.","As someone who spends a lot of time with patients who have difficulty identifying and managing their symptoms and behaviors, and who have been told it's not a problem, I get that being told ""you can't help yourself"" is tough. You're right to see myself as being bad and for some reason can't stop it, what a pain. Here are some things to consider:

*   **Bipolar and Language:** It can be a tricky subject to cover with your boyfriend. A bad word is just a way of expressing yourself, that is usually more about being angry at someone/something than about you, and it sounds like your boyfriend is very worried about anger, which is understandable. It could also be related to some issues from childhood. If he is afraid of you being angry, which is a very common behavior for people with depression, and he doesn't know how to communicate what's going on with him and you, this may not be something that can be resolved quickly. If you have your own time, you could also ask him, ""What does a person with bipolar disorder think about anger?"" or ""What do you think about anger?"" Maybe you can start a conversation with him about his thinking and feelings. This may not be helpful to everyone, but here you get some indication of his viewpoint on something related to you, and could also be useful in finding the reasons why he is angry at you.  The good news is that a therapist that knows both depression and bipolar disorder can help you to start a conversation.  Your therapist can also help you to see how to best express yourself in a way that does not give your anger or hurt into your boyfriend. It's a really good idea to also talk to your own parents and a trusted adult to discuss the feelings you want to express."
